audio_id,audio,gender,transcription
train_hindifullfemale_00423_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00423_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," kavitA, apanI filma, Telsa fraॉma mArjinsa meM, usa Kabara ke Ara pAra jAtI haiM "
train_hindifullfemale_00424_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00424_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," maNipura meM jArI ashAMti ko, mU la taH, rAShTra ke mahAkhyAna meM, upekShita hAshiye kI trAsadI kI taraha dekhatI haiM "
train_hindifullfemale_00425_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00425_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," filma ke skrIniMga itihAsa para bAta karate hue, ve eka aise bindu para pahu.Nchate hai, jahA.N aba nahIM rukA jA sakatA "
train_hindifullfemale_00426_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00426_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," mahamUda fArUkI, apanI roDsa skAlarashipa Katma karake, hiMdustAna lauTe "
train_hindifullfemale_00427_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00427_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," to unheM aMdAzA nahIM thA, ki Ane vAle sAloM meM unakI ziMdagI, kissA kahane kI eka lupta ho chukI paramparA ko, dAstA.N sunAne kI eka chalana bahAra kalA shailI ko, phira se jIvita karane ke eka dilachaspa kArobAra meM ulajha jAyegI "
train_hindifullfemale_00428_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00428_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," mahamUda ne apane dama para, isa dAstAnagoI ko, punarjIvita kara diyA "
train_hindifullfemale_00429_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00429_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," pahale akele aura bAda meM aMgrezI kavi, dAnisha husaina ke sAtha, desha videsha ke kaI shaharoM meM, unhoMne dAstAna e hamzA ke hairataMgeza kissoM, kAranAmoM ko pesha kiyA hai "
train_hindifullfemale_00430_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00430_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," agara vahI TuMDI bA.Nha ke sAtha bulAyeMge, to TuMDI bA.Nha lekara jAyeMge "
train_hindifullfemale_00431_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00431_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," ghabarAiye nahIM, aba Apa kAfI ThIka haiM "
train_hindifullfemale_00432_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00432_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," isake bAda, ApakI choTa ko, svastha hone kA rAstA, khuda taya karanA haiM, aba nahIM rukA jA sakatA "
train_hindifullfemale_00433_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00433_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," yudhiShThira, isI svarga meM, sa sharIra gae the "
train_hindifullfemale_00434_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00434_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," rAvaNa ne yahIM, shiva ArAdhanA kI thI "
train_hindifullfemale_00435_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00435_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," bAda meM, usakI AsurI shaktiyoM kA patA chalane para, usase, varadAna vApasa lene kA u pakrama, pArvatI, gaNesha ko karanA pa.DA "
train_hindifullfemale_00436_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00436_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," bhasmAsura kA kANDa, yahI huA thA, ChU kara bhasma kara dene kA varadAna lekara, asura, shiva para hI, usakA prayoga karanA chAhatA thA "
train_hindifullfemale_00437_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00437_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," sAgA yAnI shAkya, dAvA yAnI chA.Nda, shAkya muni kA chA.Nda, buddha pUrNimA "
train_hindifullfemale_00438_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00438_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," eka dina nahIM, pUre eka mAsa kA, kRRitaj~natA utsava, sArA mAha pavitra hai "
train_hindifullfemale_00439_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00439_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," visheShakara kailAsha parvata kI, hinduoM, bauddha ke lie, kailAsha mAnasarovara ke darshana hI, puNyakArI haiM "
train_hindifullfemale_00440_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00440_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female, kaI mela alaga alaga videsha saMsthAoM ke nAma se Ae 
train_hindifullfemale_00441_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00441_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," jinameM eka, sukhada sUchanA hotI hai, ki mere Imela pate ko, lakI DrA ke AdhAra para, alAM yA falAM puraskAra ke lie chunA gayA hai "
train_hindifullfemale_00442_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00442_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," puraskAra kI rAshi, lAkhoM Daॉlara yA pAuMDa meM hotI hai "
train_hindifullfemale_00443_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00443_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," piChale mahIne, eka mela AyA, jisameM laMdana ke pate vAlI eka saMsthA ne, mujhe sUchita kiyA, ki unakI puraskAra samiti ne mujhe, pA.Ncha miliyana pAuMDa kI puraskAra rAshi ke lie, chunA hai "
train_hindifullfemale_00444_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00444_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," agalA mela AyA, ki itanI ba.DI puraskAra rAshi, videsha meM Apake pAsa bhejane ke lie, kuCha kAgazAta banavAne pa.DeMge "
train_hindifullfemale_00445_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00445_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," puraskAra kI rAshi chU.Nki Apako chekasvarUpa dI jA rahI hai, isalie kAgazAta Adi banavAne kA kharcha, Apako vahana karanA pa.DegA "
train_hindifullfemale_00446_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00446_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," yaha kharcha nakada meM karanA hogA, isalie bhArata meM, Apa hamAre nimna baiMka ke khAte meM, pachAsa hazAra rupae jamA karavA deM "
train_hindifullfemale_00447_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00447_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," tuma to jAnate ho, ela AI sI kI naukarI meM itanA paisA bachatA kahA.N hai, ki nakada bhijavA sakUM "
train_hindifullfemale_00448_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00448_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," tabhI maiMne dillI ke TAimsa ऑfa iMDiyA meM samAchAra pa.DhA, ki iM TaraneTa ke mAdhyama se, dillI se saTe gu.DagAMva meM Chaha mahIne ke daurAna, karIba darjana bhara loga, Thage jA chuke haiM "
train_hindifullfemale_00449_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00449_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," muzaffarapura ke, esa Ara orieMTala skUla se, hamane maiTrika kI parIkShA, sAtha hI pAsa kI thI "
train_hindifullfemale_00450_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00450_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," barasoM bAda eka dina, Trena meM unase bheMTa ho gaI "
train_hindifullfemale_00451_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00451_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," kahate haiM kAfkA kI zyAdAta rachanAe.N, usake marane ke bAda hI ChapIM, Aja usakI ginatI, duniyA ke mahAnatama lekhakoM meM kI jAtI hai "
train_hindifullfemale_00452_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00452_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," abhI maiMne usI dina eka vebasAiTa para pa.DhA ki sheksapiyara ke bAda, saMsAra meM sabase adhika shodha, kAfkA kI rachanAoM ko lekara hI ho rahe haiM "
train_hindifullfemale_00453_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00453_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," phira ve muskurAte hue, kusumAkara jI se kahate, eka dosta ke kAraNa hI kAfkA kI rachanAeM, pAThakoM ke samakSha, prakAshita hokara A sakIM "
train_hindifullfemale_00454_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00454_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," nahIM nahIM, yaha kahAnI itanI sahaja itanI sarala hotI, to na kusumAkara ne mujhe sunAI hotI, na hI maiM ise Apako sunA rahA hotA "
train_hindifullfemale_00455_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00455_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," kyA karUM, vakta hI aisA Ana pa.DA hai, ki kuCha bhI sahaja sarala nahIM raha gayA hai "
train_hindifullfemale_00456_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00456_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," usa samaya muzaffarapura meM, esa DI o banakara Ae hue the, harinArAyaNa gautama "
train_hindifullfemale_00457_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00457_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," jisane yahA.N Ane ke bAda, eka muslima parivAra ke sAtha, sAjhedArI meM vyApAra AraMbha kiyA "
train_hindifullfemale_00458_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00458_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," dhArAvAhika meM unake vyApAra ke utthAna patana ke sAtha hI, desha meM AzAdI ke bAda, hiMdU muslima saMbaMdhoM meM Ae badalAvoM kI kahAnI bhI, sAtha sAtha chalegI "
train_hindifullfemale_00459_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00459_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," jabaki unhoMne jo bhI kahAnI, yA unake shabdoM meM sAhitya likhA, use mujhe pa.DhavAe binA, unhoMne pUrA nahIM samajhA, kusumAkara ne ba.De Ashcharya ke sAtha batAyA "
train_hindifullfemale_00460_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00460_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," maॉrTena kI nigAheM, iMDIza ko phira, jItadilAne para "
train_hindifullfemale_00461_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00461_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," mAikala vaॉna ne, krikeTa ko alavidA kahA "
train_hindifullfemale_00462_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00462_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," kaptAnI ke lie hI paidA hue vaॉna, fliMTAfa "
train_hindifullfemale_00463_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00463_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," bukAnana ne, flaॉvara ko batAe, ऑsTreliyA ke rAza "
train_hindifullfemale_00464_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00464_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," vesTa iMDIza TIma meM, koI badalAva nahIM "
train_hindifullfemale_00465_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00465_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," agale varlDa kapa taka khelanA chAhate haiM, jayasUryA "
train_hindifullfemale_00466_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00466_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female, paॉnTiMga kareMge kaiMsara pI.Dita bachchoM kI madada 
train_hindifullfemale_00467_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00467_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," pAThaka chAheM, to ina nibaMdhoM ko, tIna eka do ke mUla krama meM paढ़ sakate haiM "
train_hindifullfemale_00468_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00468_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," krama kA yaha kautuka, anAyAsa huA hai, para do tIna eka krama se paढ़ne para, ibArata kuCha badala jAtI hai, yaha pAThakoM se ChupA na rahegA "
train_hindifullfemale_00469_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00469_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," yahA.N prastuta mA.NDaNA bhitti chitroM kA saMchayana, unake dvArA kie gae foTogrAfIya dastAvezIkaraNa kA, eka namUnA hai "
train_hindifullfemale_00470_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00470_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," mA.NDaNA korane vAlI striyA.N, jo saMsAra banAtI hai, vaha lagabhaga, manuShyetara saMsAra hai "
train_hindifullfemale_00471_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00471_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," isameM pashu pakShI haiM, vastueM haiM, amUrta DizAIneM haiM, manuShya nahIM "
train_hindifullfemale_00472_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00472_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," usake bilkula bagala meM devI devatAoM, aura baॉlIvuDa kI abhinetriyoM ke posTara bhI, dRRishya kA hissA bana jAte haiM "
train_hindifullfemale_00473_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00473_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," chitrakAra haku shAha, evaM lekhaka sampAdaka pIyUSha dariyA kI, prakAshanAdhIna vArtA rUpa mAnuSha ke, kuCha aMsha "
train_hindifullfemale_00474_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00474_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," anivArya kavitA kI dhAraNA, aura brAzIlI kavi, mainuela bAndierA kI eka kavitA para, tejI grovara kA aMgrezI nibaMdha "
train_hindifullfemale_00475_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00475_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," unakI haMsamukha jijIviShA meM nirahaMkArI namratA, va lAkShaNika sajjanatA kA rUpAyana hai, aura unakA kalAtmaka antaHkaraNa, RRijuChandoM meM sAMsa letA hai "
train_hindifullfemale_00476_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00476_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," gaharA AtmAnushAsana, unakA bIjakoSha hai "
train_hindifullfemale_00477_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00477_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," da rasala haku shAha, svadeshI pahachAna ke jauharI, va maramavettA hai "
train_hindifullfemale_00478_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00478_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," ve akA damika dhAraNAoM ke rUढ़ chaukhaToM, tathA kathita koShThakoM se bAhara Akara, sRRijanA kA apanA urvara upajIvya pAte haiM "
train_hindifullfemale_00479_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00479_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," jisameM, sArvabhaumika mAnavIya mUlyoM para, aDiga Agraha, ahiMsA, prema, va Ananda kA saMdesha, yUM ujAgara hai "
train_hindifullfemale_00480_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00480_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," goyA unake vajUda kA shilAlekha ho, jise bAMchane kA matalaba, svAvalambI samAja rachanA, va jIvana ke sahaja chitrArthana ke suMdara kAvya meM khilanA, va sAMsa lenA hai "
train_hindifullfemale_00481_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00481_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," jana varI se jUna do hazAra sAta ke daramiyAna, haku shAha ke sAtha, unake kRRititva va vyaktitva para, lagabhaga sattara ghaNTe kA vArtAlApa, sampanna huA thA "
train_hindifullfemale_00482_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00482_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," jo rAja kamala prakAshana, dillI se shIghra prakAshya pustaka kA, eka sampAdita hissA hai "
train_hindifullfemale_00483_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00483_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," hAlAki duniyA kI nazaroM meM, ve koI bahuta vyAvahArika vyakti nahIM the "
train_hindifullfemale_00484_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00484_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," alasubaha, do yA tIna baje, Apa unheM gItA paढ़te, yA dopahara meM apane kisI muslima dosta ke ghara kI ArAma kursI para, nIMda lete dekha pA sakate the "
train_hindifullfemale_00485_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00485_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," kabhI kabhI AdhIrAta ke qarIba, unheM khojate hue, nadI taTa kI reta para jaba eka safeda kapa.DA, phara pharAtA dikhatA, to Apa yaha samajha jAte the, ki vahAM jo soye haiM, vaha bAdashAha haiM "
train_hindifullfemale_00486_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00486_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," AdivAsiyoM ko ve apanA dosta mAnate the, aura unhIM ke sAtha chAya banAte, khicha.DI pakAte, vahIM khAte sote, uThate baiThate "
train_hindifullfemale_00487_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00487_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," merI tIsarI bahana dakShA bhI, vahI vanasthalI sUrata meM, janajAtIya vidyArthiyoM ko paढ़AtI rahI "
train_hindifullfemale_00488_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00488_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," mere bhAI bAbUbhAI aura bhAbhI taralA ne, apane jIvana kA zyAdAtara samaya, janajAtIya samudAya meM paढ़Ate hue hI bitAyA hai "
train_hindifullfemale_00489_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00489_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," unake donoM bachche, urvina va svAti, vahIM Adi vAsI bachchoM ke saMga hI pa.Dhate haiM "
train_hindifullfemale_00490_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00490_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," unheM chikitsakIya madada sulabha karAnA, nRRityanATikA va garabA karanA, gAMva gAMva ghUmanA, charakhA chalAnA, prArthanA karanA shAmila thA "
train_hindifullfemale_00491_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00491_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," samAjavAdI gItakAra va chitrakAra, kulina paMDyA, hamArI preraNA ke mukhya strota the "
train_hindifullfemale_00492_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00492_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," kuCha dera bAda ma~NgalA shrImukha ne kahA, mere khyAla meM ApakA shodha, tarka saMgata to hai, ki.Ntu usase vaha lakShya prApta na hogA, jo Apa chAhate hai "
train_hindifullfemale_00493_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00493_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," kodaI chau.Nke, isa taraha kI bAta sunane ke ve Adi na the "
train_hindifullfemale_00494_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00494_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," aisI AshaMkAoM kA eka artha, apanI rUgNa vAstavikatA kA doSha galpa, vyavasAyika sinemA para maDhanA bhI ho sakatA hai "
train_hindifullfemale_00495_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00495_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female," hamAre paॉpulara sAMskRRitika pratibimnoM ne saMbhavataH, usa vAstavikatA ko, bahuta karIba se, sAmane raMgA hai "
train_hindifullfemale_00496_16000,"{'path': 'D:\lalwani\tts-finetuning\data-finetuning\extracted_data\mono_combined\resampled\train_hindifullfemale_00496_16000.wav', 'array': array([0., 0., 0., ..., 0., 0., 0.]), 'sampling_rate': 16000}",female, jise hamane svayaM nirmita kiyA hai 
